Movie Hebrew name,Movie name,Extra name,Year,Movie type,Grade,Lead actor\ess,Language
שלושת ימי הקונדור,Three Days of the Condor,,1975,Thriller,Very good,Robert Redford,English
,Operation: Daybreak,,1975,War,OK,,English
,The Eiger Sanction,,1975,Action,OK,Clint Eastwood,English
מונטי פיטון והגביע הקדוש,Monty Python and the Holy Grail,,1975,Comedy,Good,John Cleese,English
שובו של הפנתר הורוד,The Return of the Pink Panther,,1975,Comedy,OK,Peter Sellers,English
קארי,Carrie,,1976,Horror,Less,Sissy Spacek,English
כל אנשי הנשיא,All the President's Men,,1976,Drama,OK,Dustin Hoffman,English
רשת שידור,Network,,1976,Drama,Less,Faye Dunaway,English
,Storm Boy,,1976,Drama,Less,,English
נהג מונית,Taxi Driver,,1976,Drama,Great,Robert De Niro,English
1900,1900,,1976,Drama,Less,Robert De Niro,English
רוקי,Rocky,,1976,Drama,OK,Sylvester Stallone,English
,At the Earth's Core ,,1976,Adventure,OK,,English
,Futureworld,Westworld 2,1976,SF,OK,Peter Fonda,English
,A Star Is Born,,1976,Musical,OK,Barbra Streisand,English
איש המרתון,Marathon Man,,1976,Thriller,Very good,Dustin Hoffman,English
מפגש קסנדרה,The Cassandra Crossing,,1976,Thriller,Good,Sophia Loren,English
בכוח החוק,The Enforcer,dirty harry,1976,Thriller,OK,Clint Eastwood,English
הדייר,Le locataire,The Tenant,1976,Thriller,Less,Roman Polanski,French
הקרב על מידווי,Midway,,1976,War,Good,Henry Fonda,English
הנשר נחת,The Eagle has Landed,,1976,War,Good,Michael Caine,English
פורע החוק ג'וסי ווילס,The Outlaw Josey Wales,,1976,Western,OK,Clint Eastwood,English
,Les douze travaux d'Astérix,Asterix The twelve tasks of Asterix,1976,Animated,Good,,English
,Adventures of a Taxi Driver,,1976,Comedy,Less,,English
,Raid on Entebbe,,1976,Action,OK,Charles Bronson,English
יום שישי הזרוק,Freaky Friday ,,1976,Comedy,Less,Jodie Foster,English
,L'aile ou la cuisse,,1976,Comedy,Pass,Louis de Funès,English
סרט אילם,Silent Movie,,1976,Comedy,OK,Mel Brooks,English
הפנתר הורוד מכה שנית,The Pink Panther Strikes Again,,1976,Comedy,OK,Peter Sellers,English
הצעצוע,The Toy,Le jouet,1976,Comedy,Pass,Louis de Funès,French
קו הכסף,Silver Streak,,1976,Comedy,OK,Gene Wilder,English
הגן,הגן,,1977,Drama,Bad,Shaike Ophir,Hebrew
חמש מאות אלף שחור,חמש מאות אלף שחור,,1977,Israeli,Less,Shaike Ophir,English
מבצע יונתן,מבצע יונתן,Mivtsa Yonatan,1977,Israeli,Very good,Yehoram Gaon,Hebrew
מפגשים מהסוג השלישי,Close Encounters of the Third Kind,,1977,SF,Great,Richard Dreyfuss,English
מלחמת הכוכבים,Star Wars,Star Wars: A New Hope,1977,SF,Great,Mark Hamill,English
,ABBA: The Movie,,1977,Musical,OK,,English
שגעון המוסיקה,Saturday Night Fever,,1977,Musical,Less,John Travolta,English
גשר אחד רחוק מדי,A Bridge Too Far,,1977,War,Good,Sean Connery,English
צלב הברזל,Cross of Iron,,1977,War,Less,James Coburn,English
אלגרו נון טרופו,Allegro non Troppo,,1977,Animated,Less,,Italian
ההוביט,The Hobbit,,1977,Animated,Less,,English
חברי הדרקון אליוט,Pete's Dragon,,1977,Family,OK,,English
הפרחח ובת השריף,Smokey and the Bandit,,1977,Action,Good,Burt Reynolds,English
מלכודת לבלש,The Gauntlet,,1977,Action,OK,Clint Eastwood,English
007 - המרגלת שאהבה אותי,The Spy who Loved Me,,1977,Action,Good,Roger Moore,English
,Halloween with the New Addams Family,,1977,Comedy,Less,,English
מתח גבוה,High Anxiety,,1977,Comedy,OK,Mel Brooks,English
,Jabberwocky,,1977,Comedy,Less,,English
הרומן שלי עם אנני,Annie Hall,,1977,Comedy,OK,Woody Allen,English
,Interiors,,1978,Drama,Less,Diane Keaton,English
צייד הצבאים,The Deer Hunter,,1978,Drama,Great,Robert De Niro,English
נשים קטנות,Little Women,,1978,Drama,OK,,English
סופרמן,Superman,,1978,SF,Good,Christopher Reeve,English
גריז,Grease,,1978,Musical,Very good,John Travolta,English
רצח על הנילוס,Death on the Nile,,1978,Thriller,Good,Bette Davis,English
אקספרס של חצות,Midnight Express,,1978,Thriller,Good,,English
הנערים מברזיל,The Boys from Brazil,,1978,Thriller,Good,Laurence Olivier,English
הנהג,The Driver,,1978,Thriller,Less,Ryan O'Neal,English
הדבורים הקטלניות,The Swarm,,1978,Thriller,OK,Michael Caine,English
39 המדרגות,The Thirty Nine Steps,,1978,Thriller,OK,,English
שר הטבעות,The Lord of the Rings,,1978,Animated,OK,,English
גבעת ווטרשיפ,Watership Down,,1978,Animated,Good,,English
נקמת הפנתר הורוד,The Revenge of the Pink Panther,,1978,Comedy,OK,Peter Sellers,English
השמיים יכולים לחכות,Heaven Can Wait,,1978,Comedy,Good,Warren Beatty,English
בית החיות,Animal House,,1978,Comedy,Good,John Belushi,English
צ'יץ' וצ'ונג: גלגל אותה,Cheech and Chong: Up in Smoke,,1978,Comedy,Less,,English
השיירה,Convoy,,1978,Comedy,OK,Kris Kristofferson,English
תרגיל לבלשית מתחילה,Foul Play,,1978,Comedy,Less,Goldie Hawn,English
תוף הפח,Die Blechtrommel,The Tin Drum,1979,Drama,OK,,German
קריימר נגד קריימר,Kramer vs. Kramer,,1979,Drama,OK,Dustin Hoffman,English
השושנה,The Rose,,1979,Drama,OK,Bette Midler,English
להיות שם,Being There,,1979,Drama,Good,Peter Sellers,English
,Manhattan,,1979,Drama,OK,Woody Allen,English
הלהקה,הלהקה,,1979,Drama,Very good,Gidi Gov,English
קליגולה,Caligola,Caligula,1979,Drama,OK,Peter O'Toole,English
טס,Tess,,1979,Drama,Less,Nastassja Kinski,English
סיפורו של אלוף,The Champ,,1979,Drama,OK,Jon Voight,English
הרפתקה בפוסידון 2,Beyond the Poseidon Adventure,,1979,Adventure,OK,Michael Caine,English
טעות במספר,Ta'ut Bamispar,,1979,Israeli,OK,Ze'ev Revach,Hebrew
דיזנגוף 99,דיזנגוף 99,,1979,Israeli,Good,Anat Atzmon,English
הנוסע השמיני,Alien,,1979,SF,Good,Sigourney Weaver,English
מסע בין כוכבים: הסרט,Star Trek: The Motion Picture,Star Trek I,1979,SF,Good,William Shatner,English
החור השחור,The Black Hole,,1979,SF,Bad,,English
שיער,Hair,,1979,Musical,Great,Beverly D'Angelo,English
שלאגר,שלאגר,,1979,Musical,Good,Ofra Haza,Hebrew
וצדק לכל,...and justice for all.,,1979,Thriller,OK,Al Pacino,English
הבריחה מאלקטרז,Escape from Alcatraz,,1979,Thriller,Good,Clint Eastwood,English
אפוקליפסה עכשיו,Apocalypse Now,,1979,War,Great,Marlon Brando,English
אוכפים מצחיקים,The Villain,Cactus Jack ,1979,Western,Less,Kirk Douglas,English
החבובות: הסרט,The Muppet Movie,,1979,Family,Good,,English
מקס הזועם,Mad Max,,1979,Action,OK,Mel Gibson,English
007 - מונרייקר,Moonraker,,1979,Action,Good,Roger Moore,English
בריאן כוכב עליון,Life of Brian,Jesus Crist Super - Monty Python,1979,Comedy,Good,,English
רבי אברהם במערב הפרוע,The Frisco Kid,,1979,Comedy,Very good,Gene Wilder,English
,Going in Style,,1979,Comedy,OK,,English
הניצוץ,The Shining,,1980,Horror,Good,Jack Nicholson,English
אנשים פשוטים,Ordinary People,,1980,Drama,OK,Donald Sutherland,English
השור הזועם,Raging Bull,,1980,Drama,Less,Robert De Niro,English
הלגונה הכחולה,The Blue Lagoon,,1980,Drama,OK,Brooke Shields,English
פלש גורדון,Flash Gordon,,1980,SF,OK,Topol,English
מלחמת הכוכבים - האימפריה מכה שנית,Star Wars: Episode V - The Empire Strikes Back,,1980,SF,Great,,English
סופרמן 2,Superman II,Superman 2,1980,SF,OK,Christopher Reeve,English
תהילה,Fame,,1980,Musical,OK,,English
האחים בלוז,The Blues Brothers,,1980,Musical,Very good,Dan Aykroyd,English
חמש חמש,חמש חמש,,1980,Musical,OK,,Hebrew
יום שישי הארור,The Long Good Friday,,1980,Thriller,OK,Bob Hoskins,English
קגמושה,Kagemusha,,1980,War,OK,,Asian
,The Final Countdown,,1980,War,OK,Kirk Douglas,English
ברונקו בילי,Bronco Billy,,1980,Western,Less,Clint Eastwood,English
,Tom Horn,,1980,Western,OK,Steve McQueen,English
,The Return of the King,,1980,Animated,Less,,English
פופאי,Popeye ,,1980,Family,Bad,Robin Williams,English
טיסה נעימה,Airplane!,,1980,Comedy,Good,,English
מהומה במועדון,Caddyshack,,1980,Comedy,Less,Chevy Chase,English
משחקי ריגול,Hopscotch,,1980,Comedy,Less,Walter Matthau,English
טוראית בנימין,Private Benjamin,,1980,Comedy,OK,Goldie Hawn,English
שגעון על תנאי,Stir Crazy,,1980,Comedy,OK,Gene Wilder,English
משומשת במצב טוב,Used Cars,,1980,Comedy,Less,Kurt Russell,English
מרכבות האש,Chariots of Fire,,1981,Drama,Good,Ben Cross,English
כריסטיאנה פ.,Christiane F.,Christiane F  - Wir Kinder vom Bahnhof Zoo,1981,Drama,Less,,German
האגם המוזהב,On Golden Pond,,1981,Drama,OK,Henry Fonda,English
הנחשול,The Wave,,1981,Drama,OK,,English
אהובת הקצין הצרפתי,The French Lieutenant's Woman,,1981,Drama,Less,Meryl Streep,English
אקסקליבר,Excalibur,,1981,Adventure,OK,Helen Mirren,English
אינדיאנה ג'ונס שודדי התיבה האבודה,Indiana Jones Raiders Of The Lost Ark,,1981,Adventure,Very good,Harrison Ford,English
גונבי המוחות,Scanners,,1981,SF,Less,,English
חוד המחט,Eye of the Needle,,1981,Thriller,OK,Donald Sutherland,English
הדוור מצלצל פעמיים,The Postman Always Rings Twice,,1981,Thriller,Less,Jack Nicholson,English
הצוללת,Das Boot,,1981,War,OK,,German
גליפולי,Gallipoli,,1981,War,Good,Mel Gibson,English
הבריחה לניצחון,Victory,,1981,War,Good,Sylvester Stallone,English
,Heavy Metal,,1981,Animated,Less,,English
תעלול החבובות הגדול,The Great Muppet Caper,,1981,Family,Good,,English
,Escape from New York,,1981,Action,Good,Kurt Russell,English
007 - לעינייך בלבד,For Your Eyes Only,,1981,Action,Very good,Roger Moore,English
מקס הלוחם בדרכים,Mad Max 2: The Road Warrior,,1981,Action,Good,Mel Gibson,English
מרדף אל תוך הלילה,Nighthawks,,1981,Action,Less,Sylvester Stallone,English
ההיסטוריה המטורפת של העולם,History of the World: Part I,,1981,Comedy,OK,Mel Brooks,English
שים פס על הפס,Stripes,,1981,Comedy,OK,Bill Murray,English
קצין וג'נטלמן,An Officer and a Gentleman,,1982,Drama,Very good,Richard Gere,English
,Frances,,1982,Drama,Less,Jessica Lange,English
בחירתה של סופי,Sophie's Choice,,1982,Drama,OK,Meryl Streep,English
פסק דין,The Verdict,,1982,Drama,Less,Paul Newman,English
העולם לפי גארפ,The World According to Garp,,1982,Drama,OK,Robin Williams,English
גנדי,Gandhi ,,1982,Drama,OK,Ben Kingsley,English
,Paradise,,1982,Adventure,OK,Phoebe Cates,English
מתחת לאף,מתחת לאף,,1982,Israeli,Less,Moshe Ivgy,Hebrew
נועה בת 17,נועה בת 17,,1982,Israeli,Less,,Hebrew
בלייד ראנר,Blade Runner,,1982,SF,Great,Harrison Ford,English
אי.טי. - חבר מכוכב אחר,E.T. - the Extra-Terrestrial,,1982,SF,Good,Drew Barrymore,English
מסע בין כוכבים 2: זעמו של חאן,Star Trek II: The Wrath of Khan,,1982,SF,Good,William Shatner,English
טרון,Tron,,1982,SF,OK,Jeff Bridges,English
אנני,Annie,,1982,Musical,OK,,English
גריז 2,Grease 2,,1982,Musical,OK,Michelle Pfeiffer,English
פינק פלויד - החומה,Pink Floyd The Wall,,1982,Musical,Great,,English
שועל האש,Firefox,,1982,Thriller,Good,Clint Eastwood,English
משאלת מוות 2,Death Wish II,,1982,Action,OK,Charles Bronson,English
משחק הדמים,First Blood,Rambo 1,1982,Action,Very good,Sylvester Stallone,English
48 שעות,48 Hrs.,,1982,Comedy,OK,Eddie Murphy,English
טיסה נעימה 2,Airplane II: The Sequel,,1982,Comedy,Good,Lloyd Bridges,English
השוטר והשוטרות,Le Gendarme et les Gendarmettes,Never Play Clever Again,1982,Comedy,Pass,Louis de Funès,English
בעקבות הפנתר הורוד,Trail of the Pink Panther,,1982,Comedy,OK,Peter Sellers,English
טוטסי,Tootsie,,1982,Comedy,Good,Dustin Hoffman,English
ויקטור ויקטוריה,Victor/Victoria,,1982,Comedy,Very good,Julie Andrews,English
,Porky's,,1982,Comedy,Good,,English
הבלדה על נאראימה,Narayama Bushiko,Ballad of Narayama,1983,Drama,Less,,Asian
ראסטי ג'יימס,Rumble Fish,,1983,Drama,Very good,Matt Dillon,English
פני צלקת,Scarface,,1983,Drama,Good,Al Pacino,English
נערי הכרך,The Outsiders,,1983,Drama,Very good,Matt Dillon,English
בשם כל בני ביתי,Au nom de tous les miens,For those I loved,1983,Drama,OK,Michael York,Mixed
שובו של הג'די,Star Wars: Episode VI - Return of the Jedi,,1983,SF,Very good,Harrison Ford,English
סופרמן 3,Superman III,Superman 3,1983,SF,OK,Christopher Reeve,English
פלאשדאנס,Flashdance,,1983,Musical,OK,,English
ינטל,Yentl,,1983,Musical,Good,Barbra Streisand,English
,The Star Chamber,,1983,Thriller,OK, Michael Douglas,English
משחקי מלחמה,WarGames,,1983,Thriller,OK,Matthew Broderick,English
חג שמח מיסטר לורנס,"Merry Christmas, Mr. Lawrence",,1983,War,Good,David Bowie,English
רעם כחול,Blue Thunder,,1983,Action,OK,Roy Scheider,English
הזאב הבודד,Lone Wolf McQuade,,1983,Action,OK,Chuck Norris,English
007 - לעולם אל תאמר לא,Never Say Never Again,,1983,Action,Good,Sean Connery,English
007 - אוקטופוסי,Octopussy,,1983,Action,Good,Roger Moore,English
מכת פתע,Sudden Impact,Dirty Harry 4,1983,Action,OK,Clint Eastwood,English
,Eddie Murphy Delirious,,1983,Comedy,OK,Eddie Murphy,English
"מונטי פיטון, טעם החיים",Monty Python's The Meaning of Life,,1983,Comedy,OK,John Cleese,English
משנה מקום משנה מזל,Trading Places,,1983,Comedy,Great,Eddie Murphy,English
סיפור בזיג זג,Zig Zag Story,,1983,Comedy,OK,,French
תנאים של חיבה,Terms of Endearment,,1983,Comedy,OK,Shirley MacLaine,English
שעשועים מסוכנים,Risky Business,,1983,Comedy,Less,Tom Cruise,English
כנגד כל הסיכויים,Against All Odds,,1984,Drama,Less,Jeff Bridges,English
בירדי,Birdy,,1984,Drama,Good,Nicolas Cage,English
1984,Nineteen Eighty-Four,,1984,Drama,Good,Richard Burton,English
היו זמנים באמריקה,Once Upon a Time in America,,1984,Drama,OK,Robert De Niro,English
מאחורי הסורגים,מאחורי הסורגים,,1984,Drama,OK,Arnon Zadok,Hebrew
אמדאוס,Amadeus,,1984,Drama,Good,Jeffrey Jones,English
מועדון הכותנה,The Cotton Club,,1984,Drama,Great,Richard Gere,English
דמעות של שתיקה,The Killing Fields,,1984,Drama,Good,John Malkovich,English
הטוב מכולם,The Natural,,1984,Drama,Good,Robert Redford,English
המעבר להודו,A Passage to India,,1984,Adventure,Less,,English
,Frankenweenie,,1984,Adventure,Less,,English
אינדיאנה ג'ונס והמקדש הארור,Indiana Jones and the Temple of Doom,,1984,Adventure,Good,Harrison Ford,English
בעקבות האוצר הרומנטי,Romancing the Stone,,1984,Adventure,OK,Kathleen Turner,English
שינה מלכת הג'ונגל,Sheena,Sheena: Queen of the Jungle,1984,Adventure,Less,,English
חולית,Dune,,1984,SF,Very good,Kyle MacLachlan,English
מכסחי השדים,Ghostbusters,,1984,SF,Good,Dan Aykroyd,English
מסע בין כוכבים 3: החיפוש אחר ספוק,Star Trek III: the Search for Spock,,1984,SF,Good,William Shatner,English
סופרגירל,Supergirl,,1984,SF,OK,Faye Dunaway,English
שליחות קטלנית,The Terminator,,1984,SF,Very good,Arnold Schwarzenegger,English
סיפורו של חייל,A Soldier's Story,,1984,Thriller,OK,Denzel Washington,English
רציחות פשוטות,Blood Simple,,1984,Thriller,Less,,English
עיר לוהטת,City Heat,,1984,Thriller,OK,Clint Eastwood,English
המתופפת הקטנה,The Little Drummer Girl,,1984,Thriller,OK,Diane Keaton,English
החבובות כובשות את מנהטן,The Muppets Take Manhattan,,1984,Family,Good,,English
הסיפור שאינו נגמר,The Never Ending Story,,1984,Family,Very good,,English
קראטה קיד,The Karate Kid,,1984,Comedy,Good,Ralph Macchio,English
השוטר מבוורלי הילס,Beverly Hills Cop,,1984,Action,Good,Eddie Murphy,English
קונאן המשמיד,Conan the Destroyer,,1984,Action,OK,Arnold Schwarzenegger,English
,Tightrope,,1984,Action,OK,Clint Eastwood,English
מסיבת רווקים,Bachelor Party,,1984,Comedy,Very good,Tom Hanks,English
האשה באדום,The Woman in Red,,1984,Comedy,Very good,Gene Wilder,English
ספינל טאפ,This Is Spinal Tap,,1984,Comedy,OK,,English
סודי ביותר!,Top Secret!,,1984,Comedy,Very good,Val Kilmer,English
מבצע שטריימל,מבצע שטריימל,,1984,Comedy,Less,,English
בגידות בריו,Blame It on Rio,,1984,Comedy,Very good,Michael Caine,English
להתאהב,Falling in Love,,1984,Comedy,OK,Meryl Streep,English
ספלאש,Splash,,1984,Comedy,Good,Tom Hanks,English
בית ספר לשוטרים מתחילים ,Police Academy,,1984,Comedy,OK,Kim Cattrall,English
נקמת היורמים,Revenge of the Nerds,,1984,Comedy,OK,Anthony Edwards,English
בת 16 הייתי,Sixteen Candles,,1984,Comedy,Very good,Molly Ringwald,English
,The Bride,La sposa promessa,1985,Horror,Pass,,English
סיפורה של אגנס,Agnes of God,,1985,Drama,Less,Jane Fonda,English
נשיקת אשת העכביש,Kiss of the Spider Woman,,1985,Drama,OK,William Hurt,English
מסכה,Mask,,1985,Drama,Very good,Cher,English
זכרונות מאפריקה,Out of Africa,,1985,Drama,Very good,Robert Redford,English
חברים,St. Elmo's Fire,,1985,Drama,OK,Demi Moore,English
הצבע ארגמן,The Color Purple,,1985,Drama,Good,Whoopi Goldberg,English
ג'ושוע אתמול והיום,Joshua Then and Now,,1985,Drama,Good,James Woods,English
זכרונות אהבה מפירנצה,A Room with a View,,1985,Drama,Less,Daniel Day-Lewis,English
